code,name,issue_date,OP,IR,MAAR,AGE,TECH,VC,SOE,INTANG,PRIM,REPU,SPREAD,IPO_VOL,MKT_RET,CONC,iVX,SIMI,READ,SENT,PRICE,SIZE,SYSTEM,INDU
301380,挖金客,20221025,0,0.299022427,0.301141987,11,0,0,0,0.022228962,0.25,0,8.0079,4.836281907,-0.352786667,7.436617265,19.23897038,0.650850636,0.104556877,0.440628729,34.78,10.98742604,1,50
688426,康为世纪,20221025,1,-0.109432421,-0.107979319,12,1,1,0,0.034083877,0.250000003,1,5.653,4.836281907,-0.352786667,5.888877958,19.23897038,0.630989553,0.103069931,0.606610425,48.98,11.64460632,1,35
301223,中荣股份,20221026,1,-0.066590563,-0.074106963,32,0,0,0,0.040894677,0.250093772,0,5.4888,4.844187086,-0.460286667,7.255591274,19.56274654,0.76813202,0.061969816,0.49749766,26.28,11.75140994,1,15
688291,金橙子,20221026,0,0.271572656,0.261333153,18,0,1,0,0.010075316,0.250000244,0,8.0188,4.844187086,-0.460286667,6.01615716,19.56274654,0.725330099,0.244323304,0.58086239,26.77,11.13777504,1,45
1322,箭牌家居,20221026,0,0.34148265,0.330680188,9,0,1,0,0.114299698,0.100049955,1,3.7347,4.844187086,-0.460286667,7.981391582,19.56274654,0.603910532,0.00291792,0.434553841,12.68,11.71587839,0,20
688372,伟测科技,20221026,0,0.815905025,0.801282216,6,1,1,0,0.006143748,0.250000287,0,5.9006,4.844187086,-0.460286667,6.345636361,19.56274654,0.714661543,0.176323529,0.631248828,61.49,11.80595472,1,45
688152,麒麟信安,20221028,0,2.123820584,2.203047976,7,1,1,0,0.001557881,0.25,0,6.1216,4.852030264,-0.341493333,6.710523109,19.98040517,0.680186225,0.05069688,0.581136509,68.89,11.41865533,1,45
301389,隆扬电子,20221031,1,-0.069333333,-0.060679372,22,0,0,0,0.009867893,0.25,0,6.5,4.852030264,-0.46762,7.53369371,20.34286746,0.778328936,0.07189172,0.52660864,22.5,11.9796738,1,15
1298,好上好,20221031,0,0.199603624,0.210758341,7,1,1,0,0.000206478,0.25,0,8.6807,4.852030264,-0.46762,7.787382026,20.34286746,0.607130692,0.015299389,0.524477573,35.32,11.34767339,0,45
1299,美能能源,20221031,0,0.439663237,0.453050188,14,0,0,0,0.024846789,0.250027055,0,6.2736,4.852030264,-0.46762,7.375882148,20.34286746,0.664200586,0.010998812,0.392552407,10.69,10.82249659,0,10
301379,天山电子,20221101,0,0.018724215,-0.016447618,17,0,0,0,0.046028589,0.250049339,1,7.1945,4.875197323,-0.381953333,6.812345094,20.75550868,0.742138413,0.04306034,0.536348213,31.51,11.28785932,1,45
301230,泓博医药,20221101,0,0.28075,0.236531629,14,1,1,0,0.014454427,0.250411934,1,7.987,4.875197323,-0.381953333,6.733401892,20.75550868,0.712886732,0.132387731,0.501809231,40,11.2515607,1,35
301367,怡和嘉业,20221101,0,1.419085752,1.335565915,21,0,1,0,0.001954318,0.25,1,8.1935,4.875197323,-0.381953333,7.812782819,20.75550868,0.688808441,0.04758826,0.544152399,119.88,12.16425015,1,35
301267,华厦眼科,20221107,0,0.377751572,0.37478753,18,0,1,0,0.029428108,0.107142857,1,7.6,4.820281566,-0.116893333,7.870165946,21.52274924,0.673449951,0.047065218,0.518175427,50.88,12.62898467,1,35
688419,耐科装备,20221107,0,0.191281374,0.188718497,17,0,1,0,0.03686715,0.25,0,6.7839,4.820281566,-0.116893333,6.489204931,21.52274924,0.742110506,0.067086068,0.522023414,37.85,11.25922605,1,15
603280,南方路机,20221108,0,0.44,0.449974374,25,0,0,0,0.01828,0.250000002,0,9.4168,4.828313737,-0.10936,6.98471632,21.80232733,0.699891368,0.009902972,0.405865447,23.75,11.07228644,0,20
301388,欣灵电气,20221109,0,0.300618238,0.312893795,30,1,0,0,0.048470857,0.25,1,7.3598,4.820281566,-0.1411,6.98471632,22.07490452,0.74486296,0.048644123,0.49162114,25.88,11.10162356,1,20
301359,东南电子,20221109,0,0.450575816,0.46426671,27,1,0,0,0.06594666,0.25,0,9.4025,4.820281566,-0.1411,6.708084084,22.07490452,0.690581595,0.103317168,0.555738745,20.84,10.70823514,1,20
688432,有研硅,20221110,0,0.917255298,0.932122984,21,1,1,0,0.026222853,0.149999999,1,8.9988,4.820281566,-0.096206667,7.090909822,22.30590439,0.746063362,0.119379018,0.542134086,9.91,12.13057153,1,45
301396,宏景科技,20221111,0,0.24619985,0.212400548,25,0,0,0,0.000256581,0.250000293,0,8.6409,4.820281566,-0.109366667,7.135687347,22.48846172,0.70884586,0.005085647,0.542205065,40.13,11.42580776,1,45
301356,天振股份,20221114,1,-0.10968254,-0.110991161,19,1,0,0,0.090609545,0.25,0,4.4105,4.804021045,0.097853333,7.756623335,22.62693858,0.771097053,0.00991279,0.430960244,63,12.14950229,1,15
1338,永顺泰,20221116,0,0.439882698,0.451741978,4,1,1,1,0.012686581,0.249999999,1,5.7547,4.828313737,0.44004,8.370547611,22.68056415,0.623083182,0.075522047,0.389420734,6.82,11.35677749,0,30
301361,众智科技,20221116,0,0.218229955,0.228263641,19,1,0,0,0.063562022,0.25,0,6.5623,4.828313737,0.44004,6.82437367,22.68056415,0.746161761,0.127422196,0.527259681,26.44,11.25009885,1,45
301277,新天地,20221116,0,0.474074074,0.486214964,17,0,0,0,0.049089323,0.25014997,1,7.122,4.828313737,0.44004,7.20489251,22.68056415,0.713689119,0.174958737,0.509493669,27,11.40836463,1,35
688362,甬矽电子,20221116,0,0.620280475,0.633625562,4,0,1,0,0.017189114,0.147181475,1,6.7201,4.828313737,0.44004,6.208590026,22.68056415,0.726033617,0.027255724,0.505844301,18.54,11.61944531,1,45
688376,美埃科技,20221118,0,0.291538198,0.297346418,21,0,1,0,0.020025967,0.25,0,6.949,4.844187086,0.35108,6.470799504,22.95120639,0.701556328,0.000906279,0.546689447,29.19,11.49352244,1,45
301335,天元宠物,20221118,1,-0.102040816,-0.098002574,19,0,1,0,0.028829879,0.25,1,8,4.844187086,0.35108,7.186144305,22.95120639,0.773036117,0.04202049,0.520741662,49.98,11.63030842,1,25
603130,云中马,20221118,0,0.440162272,0.446638874,12,1,0,0,0.068384279,0.25,1,5.1954,4.844187086,0.35108,7.105786129,22.95120639,0.630524554,0.044454779,0.506454845,19.72,11.1421516,0,25
301165,锐捷网络,20221121,0,0.158122298,0.168090785,19,1,1,1,0.002134439,0.12,1,3.9,4.787491743,0.486133333,7.730174795,22.92101462,0.694474463,0.035649089,0.475899729,32.38,12.3048624,1,45
301377,鼎泰高科,20221122,0,0.476398601,0.476224407,9,0,1,0,0.044791956,0.12195122,1,6.33,4.804021045,0.49066,7.011213987,22.72208895,0.738484615,0.07974775,0.551644263,22.88,11.64745636,1,45
301365,矩阵股份,20221122,1,-0.021025346,-0.021140851,12,1,1,0,0,0.25,0,6.8421,4.804021045,0.49066,7.002155954,22.72208895,0.713711415,0.227860932,0.596405542,34.72,11.55368346,1,25
688480,赛恩斯,20221125,0,0.331074035,0.324387204,13,1,1,0,0.200843525,0.250000003,1,7.4811,4.804021045,0.204673333,6.02827852,22.8100389,0.694536331,0.012819156,0.487717943,19.18,10.72493516,1,20
301290,东星医疗,20221130,0,0.204808347,0.203365512,21,0,0,0,0.101141067,0.250000005,1,7,4.779123493,0.18242,7.100851909,22.90449954,0.710184677,0.035743905,0.497424558,44.09,11.61187773,1,35
301311,昆船智能,20221130,0,0.441642651,0.439916191,24,1,0,1,0.020353116,0.25,1,5.1701,4.779123493,0.18242,7.098375639,22.90449954,0.714143368,0.062614511,0.522394267,13.88,11.3299637,1,20
301391,卡莱特,20221201,1,-0.116666667,-0.126131536,10,0,1,0,0.001292507,0.25,1,9.5,4.753590191,0.252746667,7.380255788,22.98618852,0.775792843,0.047177887,0.530284344,96,12.00273172,1,45
688489,三未信安,20221202,0,0.514767398,0.524088725,14,0,1,0,0.020400201,0.250012187,1,7.3,4.753590191,0.376253333,6.892641641,22.93465224,0.683529941,0.145824595,0.516464438,78.89,11.92500505,1,45
1256,炜冈科技,20221205,0,0.439882698,0.412182734,15,0,0,0,0.060272026,0.250002528,0,8.0758,4.718498871,0.149626667,7.659642955,22.86271622,0.692284546,0.180977648,0.495976924,13.64,10.79192599,0,20
1333,光华股份,20221208,0,0.439841499,0.439572299,8,0,1,0,0.022856227,0.25,0,8.5744,4.770684624,0.21822,7.578656851,22.3059005,0.737506009,0.090685237,0.517623692,27.76,11.39450222,0,15
601022,宁波远洋,20221208,0,0.440389294,0.440119992,30,0,0,1,0.000450541,0.1,0,3.4642,4.770684624,0.21822,7.599901959,22.3059005,0.642169486,0.043164105,0.376881544,8.22,11.58586844,0,20
688084,晶品特装,20221208,0,0.444735979,0.444465864,13,1,1,0,0.011770596,0.251126547,0,6.1369,4.770684624,0.21822,6.473890696,22.3059005,0.73397068,0.03962168,0.526476629,60.98,11.66015511,1,45
688420,美腾科技,20221209,0,0.019403595,0.009443417,7,0,1,0,0.032739348,0.250028271,1,7.9173,4.779123493,0.246806667,6.212606096,22.09500859,0.732093387,0.031315004,0.467549389,48.96,11.59220382,1,20
688503,聚和材料,20221209,0,0.353727273,0.340500554,7,0,1,0,0.042170758,0.250199413,0,3.8961,4.779123493,0.246806667,7.444833274,22.09500859,0.71519528,0.076051278,0.509725688,110,12.63785506,1,45
688143,长盈通,20221212,0,0.37398374,0.389553689,12,0,1,0,0.024171045,0.250000005,1,7.2634,4.762173935,0.342433333,6.013715156,21.91188908,0.731294532,0.134354577,0.563420635,35.67,11.33775639,1,45
1223,欧克科技,20221212,0,0.215614517,0.22938983,11,0,1,0,0.018702436,0.25014997,0,5.4717,4.762173935,0.342433333,8.095293777,21.91188908,0.696881725,0.002639956,0.504372651,65.58,11.60265135,0,30
301368,丰立智能,20221215,0,0.199283475,0.200163195,27,0,0,1,0.095210127,0.25062448,1,8.2259,4.795790546,0.319313333,6.587550015,21.38987781,0.670476193,0.037057414,0.533528078,22.33,11.11562642,1,20
301398,星源卓镁,20221215,0,0.195930233,0.196807493,19,0,1,0,0.052462061,0.25,0,10.1395,4.795790546,0.319313333,6.478509642,21.38987781,0.71628587,0.039542997,0.510569818,34.4,11.13895902,1,25
301265,华新环保,20221216,0,0.210090361,0.209405837,16,1,0,0,0.046763448,0.250022129,0,6.5643,4.820281566,0.343966667,7.192182059,21.08760313,0.641220662,0.008947014,0.417013357,13.28,11.51886777,1,20
688172,燕东微,20221216,0,0.046860783,0.046268595,35,1,1,1,0.013931186,0.15,1,4.6038,4.820281566,0.343966667,7.156956365,21.08760313,0.732544606,0.029045947,0.547139378,21.98,12.8875375,1,45
688498,源杰科技,20221221,0,0.15656666,0.156107685,9,0,1,0,0.01702285,0.25,1,6.9854,4.812184355,-0.0293,6.620073207,20.25315905,0.733154987,0.037161779,0.51722641,100.66,11.92496889,1,45
688141,杰华特,20221223,0,0.326189232,0.328894862,9,1,1,0,0.014518989,0.129967777,1,6,4.828313737,-0.0973,6.71417053,19.59210569,0.737296561,0.138194595,0.56624052,38.26,12.31139652,1,45
688147,微导纳米,20221223,0,0.133828996,0.136142181,6,0,1,0,0.004175689,0.1,0,4.4595,4.828313737,-0.0973,6.349138991,19.59210569,0.734331978,0.093477673,0.575711621,24.21,11.60854878,1,45
301280,珠城科技,20221226,1,-0.185311573,-0.188548453,22,1,1,0,0.020036084,0.250000768,0,5.4442,4.836281907,-0.0701,6.931471806,19.3836355,0.767743434,0.135804967,0.537990665,67.4,11.60575256,1,45
688410,山外山,20221226,1,-0.189783282,-0.193002395,21,0,1,0,0.036510959,0.250051373,0,6.4277,4.836281907,-0.0701,6.633318433,19.3836355,0.752970995,0.000684497,0.538125811,32.3,11.66902025,1,35
301255,通力科技,20221227,0,0.058887088,0.046803831,14,0,1,0,0.086128654,0.25,0,8.0794,4.828313737,-0.174273333,7.38832786,19.18555755,0.739912543,0.077373688,0.529775756,37.02,11.04984184,1,25
301301,川宁生物,20221227,0,1.01,0.987063328,12,0,1,0,0.030279145,0.100233939,0,5.8179,4.828313737,-0.174273333,7.987184748,19.18555755,0.682955677,0.037383249,0.516635883,5,11.62088261,1,35
688475,萤石网络,20221228,1,-0.12234967,-0.118588688,7,0,1,1,0.061466939,0.2,1,2.7894,4.828313737,-0.133333333,6.624065228,18.97597338,0.744288534,0.126605324,0.50606126,28.77,12.68745659,1,45
1301,尚太科技,20221228,0,0.440082645,0.44625381,14,0,1,0,0.035549023,0.250000192,0,4.6812,4.828313737,-0.133333333,8.621913502,18.97597338,0.664027894,0.137732485,0.531523935,33.88,12.30145882,0,45
688496,清越科技,20221228,0,0.088427948,0.093092172,11,0,1,0,0.017094519,0.2,1,7.6,4.828313737,-0.133333333,6.522092798,18.97597338,0.687086694,0.143083269,0.567271182,9.16,11.31982604,1,45
301105,鸿铭股份,20221230,1,-0.057037037,-0.060674107,20,1,1,0,0.033761389,0.25,0,9,4.844187086,-0.171713333,6.88857246,18.54015018,0.792233133,0.015116239,0.47951116,40.5,10.8322008,1,20
301297,富乐德,20221230,0,0.77004717,0.763219982,4,0,1,0,0.037590613,0.250007388,0,8.6151,4.844187086,-0.171713333,7.101675972,18.54015018,0.703744499,0.090928031,0.549828397,8.48,11.1808149,1,20
688525,佰维存储,20221230,0,0.147962831,0.143535063,12,1,1,0,0.00639586,0.100000001,1,8.3007,4.844187086,-0.171713333,5.937536205,18.54015018,0.713288939,0.042689355,0.519399239,13.99,11.00541052,1,45
688506,百利天恒,20230106,0,0.29757085,0.293558232,16,0,1,0,0.014828329,0.1,0,7.976,4.828313737,0.02674,6.81014245,17.69151744,0.632665371,0.018996067,0.567381549,24.7,11.50334976,1,35
688485,九州一轨,20230118,0,0.234115627,0.236186239,12,0,1,1,0.041025213,0.250000003,0,7.9648,4.770684624,0.494633333,6.439350371,17.41035661,0.638879006,0.052209107,0.477995861,17.47,11.09186117,1,20
301317,鑫磊股份,20230119,0,0.328011611,0.319801128,16,0,1,0,0.041794729,0.250015904,0,9.7903,4.770684624,0.406513333,7.069023427,17.49413321,0.72344204,0.169000924,0.48211464,20.67,11.30507808,1,20
688435,英方软件,20230119,0,1.767718572,1.750607046,11,1,1,0,0.000721208,0.250859126,0,6.6038,4.770684624,0.406513333,6.499787041,17.49413321,0.701784741,0.02285539,0.585086526,38.66,11.30211431,1,45
603173,福斯达,20230130,0,0.440214477,0.433421493,22,1,1,0,0.023421737,0.25,0,7.8,4.663439094,0.542446667,7.416378479,17.77899133,0.59276562,0.029735858,0.474041049,18.65,11.21989579,0,20
603281,江瀚新材,20230131,0,0.440011239,0.45542271,24,0,1,0,0.022575163,0.250000001,1,11.5307,4.672828834,0.548226667,8.135932772,17.99521308,0.704767879,0.039746279,0.469387533,35.59,12.37698996,0,15
301260,格力博,20230208,0,0.241491086,0.247001586,20,1,1,0,0.036172471,0.249998988,1,4.3,4.634728988,0.1296,8.217708407,18.95626153,0.72530317,0.016518082,0.438527327,30.85,12.83455036,1,20
301373,凌玮科技,20230208,0,0.285206048,0.290910582,15,1,0,0,0.054574263,0.250018228,1,7.6913,4.634728988,0.1296,6.829793738,18.95626153,0.735717324,0.011461289,0.50413092,33.73,11.4238293,1,15
301358,湖南裕能,20230209,0,1.254943206,1.225076011,6,0,1,1,0.020828239,0.249999911,1,3.9623,4.65396035,0.112493333,8.69064217,19.06929507,0.671805143,0.094828205,0.505780861,23.77,13.01698035,1,45
301419,阿莱德,20230209,0,1.208870968,1.179614009,18,0,1,0,0.042237815,0.25,0,7.9215,4.65396035,0.112493333,6.508769137,19.06929507,0.725641219,0.029878311,0.480398086,24.8,11.03488966,1,45
688515,裕太微,20230210,0,1.526956522,1.542061451,6,1,1,0,0.037220647,0.25,1,8,4.634728988,0.188946667,7.031741259,19.15643003,0.728911837,0.142876017,0.550691409,92,12.12269104,1,45
1314,亿道信息,20230214,0,0.44,0.439404087,14,0,1,0,0.027879828,0.25,1,8.7665,4.615120517,0.012026667,8.101374671,19.34811676,0.645944036,0.029733486,0.575241193,35,11.71900424,0,25
688307,中润光学,20230216,0,1.021775544,1.036692278,10,0,0,0,0.050693793,0.25,0,9.4973,4.644390899,-0.00762,6.208590026,19.28651365,0.717866303,0.06559041,0.586523728,23.88,10.86925393,1,45
1260,坤泰股份,20230216,0,0.440084093,0.450709086,13,1,0,0,0.051474055,0.25,0,8.8967,4.644390899,-0.00762,7.170888479,19.28651365,0.619464822,0.085803014,0.455462308,14.27,10.62196738,0,25
603307,扬州金泉,20230216,0,0.44007732,0.450702263,24,0,1,0,0.010044608,0.25,0,14.4536,4.644390899,-0.00762,7.430707083,19.28651365,0.695620139,0.057535726,0.460039761,31.04,10.85884514,0,25
603190,亚通精工,20230217,0,0.44001375,0.461064771,20,0,1,0,0.063096474,0.25,0,6.8752,4.624972813,-0.09792,6.884486652,19.2126706,0.72920629,0.003984777,0.492209951,29.09,11.37676204,0,25
301303,真兰仪表,20230220,0,0.269029851,0.238641032,11,0,0,0,0.039333502,0.25,0,4.0768,4.574710979,-0.234906667,7.674152921,19.20058439,0.750411754,0.084562035,0.43198725,26.8,12.18403151,1,45
688486,龙迅股份,20230221,0,0.35870908,0.355147752,16,1,1,0,0.008255299,0.250000007,1,6.2427,4.59511985,-0.10294,6.988413182,19.15411593,0.723748128,0.126100068,0.546130538,64.76,11.62714268,1,45
1225,和泰机电,20230222,0,0.440076907,0.453191964,27,0,0,0,0.058881075,0.250001546,0,5.2856,4.605170186,-0.014826667,7.392647521,19.16224658,0.692066564,0.056591408,0.438505207,46.81,11.23442471,0,20
1311,多利科技,20230227,0,0.439954744,0.44608034,12,0,1,0,0.052139668,0.250000004,1,5.9863,4.574710979,-0.12574,8.623713035,18.93515852,0.614367151,0.058098959,0.47252184,61.87,12.29493806,0,25
301408,华人健康,20230301,0,0.558497537,0.536790373,21,0,0,0,0.012810329,0.150021249,1,8.0189,4.574710979,-0.03562,7.374629015,18.65609382,0.670922191,0.00376106,0.415889017,16.24,11.48715874,1,30
688522,纳睿雷达,20230301,0,0.293916024,0.275894021,8,1,1,0,0.077431984,0.250000647,1,7,4.574710979,-0.03562,7.017506143,18.65609382,0.733695846,0.030322037,0.577399941,46.68,12.1035501,1,45
603061,金海通,20230303,0,0.440081939,0.435614307,10,1,1,0,0.011588234,0.25,1,10.544,4.553876892,-0.016346667,7.779466967,18.39591755,0.636655786,0.027897125,0.525327267,58.58,11.38361373,0,45
1337,四川黄金,20230303,0,0.440056417,0.435588864,16,0,0,1,0.182169146,0.142857143,1,5.2028,4.553876892,-0.016346667,7.823245691,18.39591755,0.590916724,0.04624071,0.423890256,7.09,10.65820009,0,15
301322,绿通科技,20230306,0,0.013652658,0.018966569,18,0,1,0,0.040845588,0.250093664,0,7.0872,4.553876892,0.044013333,8.085178748,18.32829865,0.739362714,0.23971571,0.510874998,131.11,12.34283614,1,25
1366,播恩集团,20230307,0,0.439914163,0.461309191,16,1,0,0,0.128020777,0.251120239,1,8.4561,4.553876892,-0.051253333,7.347943823,18.24711466,0.560822498,0.009861824,0.499954295,9.32,10.53492421,0,30
1278,一彬科技,20230308,0,0.44,0.44526365,16,0,0,0,0.046840964,0.250000404,0,7.1759,4.553876892,-0.15162,7.728855824,18.21458839,0.627068856,0.008519006,0.452763813,17,10.87011012,0,25
688502,茂莱光学,20230309,0,1.753872633,1.763639334,23,0,1,0,0.04062559,0.25,1,9.2173,4.532599493,-0.14116,6.874198495,18.17788679,0.750575437,0.051637748,0.574700224,69.72,11.42987424,1,45
301157,华塑科技,20230309,0,0.500353982,0.505675038,17,1,0,0,0.003235857,0.25,1,7.5472,4.532599493,-0.14116,7.06646697,18.17788679,0.739309824,0.228970336,0.516263264,56.5,11.34746103,1,45
601121,宝地矿业,20230310,0,0.440639269,0.459782861,21,0,0,1,0.494642968,0.25,1,4.7601,4.510859507,-0.115893333,7.721791777,18.104444,0.533752289,0.000150453,0.507403219,4.38,11.38053628,0,15
1368,通达创智,20230313,0,0.440111421,0.425184043,7,0,0,0,0.050814742,0.25,0,8.7132,4.49980967,-0.107266667,7.40671073,18.04822348,0.697820481,0.025573141,0.519190087,25.13,11.16143705,0,25
603153,上海建科,20230313,0,0.440278989,0.425349874,20,0,0,1,0.037674139,0.134191801,1,2.1859,4.49980967,-0.107266667,7.372118028,18.04822348,0.63665464,0.001087755,0.433863605,11.47,11.0522383,0,20
603282,亚光股份,20230315,0,0.44,0.439202682,26,1,1,0,0.033571274,0.250336273,0,10.4068,4.510859507,-0.25842,7.089243155,17.92892401,0.619296775,0.002457777,0.48819862,18,11.00708738,0,35
603073,彩蝶实业,20230316,0,0.439798489,0.457251996,20,1,0,0,0.093959018,0.25,0,8.5278,4.477336814,-0.19456,6.926577033,17.81282883,0.707948971,0.017428913,0.452985646,19.85,10.96067002,0,25
301439,泓淋电力,20230317,0,0.215607804,0.209568429,25,0,0,0,0.009563666,0.250011688,1,11.1595,4.454347296,-0.26904,7.821643126,17.76511493,0.74454604,0.017677803,0.488752757,19.99,12.17799575,1,45
301378,通达海,20230320,0,0.174,0.179884082,27,0,1,0,0.240702454,0.25,1,7.7199,4.477336814,-0.166546667,8.132118773,17.66258382,0.708208176,0.099297307,0.559450205,95,11.60139411,1,45
301246,宏源药业,20230320,1,-0.161,-0.156794936,21,0,0,0,0.044813724,0.118140992,0,5.8962,4.477336814,-0.166546667,7.794823152,17.66258382,0.773298541,0.041168586,0.540444585,50,12.37285746,1,15
301345,涛涛车业,20230321,1,-0.20136147,-0.21004544,7,0,1,0,0.02244249,0.250001829,0,5.0466,4.477336814,-0.171553333,7.585281079,17.58612913,0.769864273,0.003483269,0.40733204,73.45,12.20976009,1,25
603065,宿迁联盛,20230321,0,0.439688716,0.424034307,11,1,0,0,0.038755473,0.10000774,1,9.7199,4.477336814,-0.171553333,7.033506484,17.58612913,0.695570345,0.011950335,0.461000972,12.85,10.89379982,0,15
603291,联合水务,20230327,0,0.440273038,0.445502867,18,0,0,0,0.591409534,0.100000001,1,12.0964,4.343805422,-0.165766667,6.844815479,17.42372186,0.605616919,0.011711659,0.434007992,5.86,10.11857958,0,55
301314,科瑞思,20230328,0,0.36406397,0.368485547,17,0,0,0,0.030867728,0.25,0,7.5,4.317488114,-0.15512,7.348587531,17.38484636,0.674728526,0.006556624,0.452647314,63.78,11.12429004,1,45
301386,未来电器,20230329,1,-0.056352117,-0.057914095,21,0,0,0,0.016881309,0.25,0,9.7952,4.304065093,-0.079053333,7.31521839,17.29650173,0.741328585,0.09840113,0.522163531,29.99,11.56138224,1,20
600925,苏能股份,20230329,0,0.284789644,0.282662989,8,1,0,1,0.205682294,0.1,1,5.3717,4.304065093,-0.079053333,8.647694999,17.29650173,0.684770356,0.001763316,0.397645803,6.18,12.96157006,0,10
603162,海通发展,20230329,1,-0.118120805,-0.11958054,13,0,0,0,0.000506579,0.1,1,5.6301,4.304065093,-0.079053333,7.610357618,17.29650173,0.680482339,0.074176075,0.478043643,37.25,11.94320025,0,20
688531,日联科技,20230331,0,0.274445465,0.270544892,13,0,1,0,0.068973705,0.250000003,1,8.6543,4.219507705,0.033726667,8.112827479,17.10442845,0.695574978,0.09414091,0.634113139,152.38,12.61975159,1,45
301141,中科磁业,20230403,0,0.058252427,0.047996731,12,1,0,0,0.004775982,0.250014905,0,7.8573,4.248495242,0.14162,7.313220387,16.97808949,0.726637167,0.061360366,0.504941123,41.2,11.42144594,1,15
301203,国泰环保,20230404,1,-0.128766529,-0.1314287,21,1,1,0,0.018861754,0.25,0,4.7548,4.304065093,0.137033333,6.626717749,16.88846739,0.734894642,0.031507142,0.448483892,46.13,11.43236596,1,20
301281,科源制药,20230404,1,-0.122906292,-0.12558637,18,1,0,0,0.033402518,0.250161603,1,8.6491,4.304065093,0.137033333,6.797940413,16.88846739,0.736313799,0.000685627,0.460104329,44.18,11.3561348,1,15
688343,云天励飞,20230404,0,1.370446266,1.363203049,8,1,1,0,0.000257914,0.25,1,7.194,4.304065093,0.137033333,8.147288259,16.88846739,0.687059039,0.017610074,0.616976866,43.92,12.87370138,1,45
688535,华海诚科,20230404,0,0.79,0.784530414,12,1,1,0,0.010883543,0.250072949,0,7.4158,4.304065093,0.137033333,6.440946541,16.88846739,0.711142704,0.052998502,0.571140357,35,11.16521026,1,45
688484,南芯科技,20230407,0,0.48412103,0.474532147,7,1,1,0,0.001874306,0.150001181,1,5.57,4.317488114,0.183166667,7.181591945,16.766109,0.681411751,0.036091922,0.516540554,39.99,12.44531184,1,45
1328,登康口腔,20230410,0,1.738878143,1.751200771,21,0,1,1,0.008505135,0.25000029,1,5.6604,4.442651256,0.306366667,7.995643604,16.67193982,0.708783348,0.050734212,0.497216367,20.68,11.39646715,1,30
603135,中重科技,20230410,0,0.6,0.607198643,21,0,0,0,0.01631781,0.2,1,4.7217,4.442651256,0.306366667,8.001019961,16.67193982,0.727461347,0.093657766,0.515118053,17.8,11.98417831,1,20
1287,中电港,20230410,0,2.215488215,2.229955184,8,1,0,1,0.0011522,0.25,1,4.717,4.442651256,0.306366667,8.832295859,16.67193982,0.709625604,0.097058995,0.582757768,11.88,12.3269453,1,45
1367,海森药业,20230410,0,0.683453237,0.691027348,25,0,0,0,0.033485363,0.25,1,7.2,4.442651256,0.306366667,7.417580402,16.67193982,0.71247317,0.070844399,0.494320262,44.48,11.23342318,1,35
601061,中信金属,20230410,0,0.708206687,0.715892168,35,0,0,0,0.000243839,0.102276295,1,2.1743,4.442651256,0.306366667,8.65347081,16.67193982,0.687569107,0.183210999,0.567933489,6.58,12.70611039,1,15
603125,常青科技,20230410,0,0.716705158,0.724428875,12,1,0,0,0.07066364,0.250012984,0,7.7399,4.442651256,0.306366667,7.828038032,16.67193982,0.679361076,0.115371497,0.535062494,25.98,11.73661063,1,15
1286,陕西能源,20230410,0,0.479166667,0.485821662,19,0,0,1,0.121737602,0.2,1,4.6127,4.442651256,0.306366667,9.18860588,16.67193982,0.686150586,0.007959905,0.437920458,9.6,13.48700649,1,55
1360,南矿集团,20230410,0,0.83029909,0.838533883,20,0,1,0,0.033688614,0.25,0,6.0212,4.442651256,0.306366667,7.478169694,16.67193982,0.702785942,0.030268606,0.448128709,15.38,11.27006378,1,20
601065,江盐集团,20230410,0,0.573359073,0.580437854,33,0,1,1,0.122595646,0.248920278,0,5.7742,4.442651256,0.306366667,7.80016307,16.67193982,0.670958148,0.000475234,0.449304475,10.36,12.01829624,1,15
601133,柏诚股份,20230410,0,1.106346484,1.115823256,29,0,1,0,0.006411759,0.248803828,1,8.3284,4.442651256,0.306366667,7.779885115,16.67193982,0.706911904,0.076055897,0.536924219,11.66,11.92886882,1,20
688433,华曙高科,20230417,0,0.15903976,0.143010185,13,0,1,0,0.069101518,0.100037118,0,5.1887,4.465908119,0.087953333,6.877296071,16.0622356,0.734429943,0.0590544,0.570748234,26.66,11.61233976,1,45
301429,森泰股份,20230417,0,0.149565217,0.133666676,16,0,0,0,0.033480266,0.250042294,0,8.2942,4.465908119,0.087953333,7.390798522,16.0622356,0.700833517,0.105178458,0.555138121,28.75,11.35023005,1,15
301387,光大同创,20230418,1,-0.123799726,-0.126462269,11,0,1,0,0.026458719,0.25,0,7.2658,4.521788577,0.201326667,7.115582126,15.9953737,0.774113825,0.10777267,0.502531988,58.32,11.61555425,1,25
688507,索辰科技,20230418,0,0.02622577,0.023107339,17,1,1,0,0.069172303,0.25000121,1,7.5788,4.521788577,0.201326667,8.033334016,15.9953737,0.711018835,0.05800787,0.665627885,245.56,12.44376379,1,45
301357,北方长龙,20230418,0,0.1986,0.194957769,13,0,1,0,0.041079742,0.25,1,6.82,4.521788577,0.201326667,7.155396302,15.9953737,0.682164315,0.100121272,0.511814117,50,11.35040654,1,25
